# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source-archive: susv4-2018.tgz, sha256 ab6636bca53c7d71d33d2c5149ede574d598fe6ec97fa8b08e0459ef7bcfc104
# volume: base-definitions
# parent-denominator: 95
# parent-key-sha256: 7841b16fa7f92dc3dbc9349d5ee590f1958dca287553b5e0c3ffb6c1faa6a6bd
# parent-row-sha256: 52ceca77e192bc8535db775fa0a96006537f700ad28ade1494a81ad9ce0f960a
# clause-denominator: 1483 HTML h2-h5 source headings with tag anchors
# clause-key-sha256: e357d95bf96ea94101041ab8db05156d0c107addc2318409cdd4fa83f637e575
# clause-row-sha256: 42fbbd0f2c879de5501f33c5d938d5d8bae7788edbc88176b200839c654db458
# state invariant: every parent and clause is exactly one of open or closed
# non-ASCII source titles use ASCII backslash escapes; source bytes remain hash-bound
parent	source	title	source_sha256	clause_count	clause_sha256	state	witness	next_action
basedefs/V1_chap01.html	basedefs/V1_chap01.html	Introduction	065789325a43de8932526a00ede61e32066f4174f4c8a597ca6fa6532ccbb576	23	b48aa1e78357f16e06937a4c1c0234383e4f5e70e1fc63c22c79a7d1e389059c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap02.html	basedefs/V1_chap02.html	Conformance	9c012f10df14e8c72a5ed5b60812b25eb6a67064983fba6da41247df9fda8c57	34	1d25585b838311c17f9c78dad7676a658155b2dc6f4980dc2b2f754f2bf4ab8a	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap03.html	basedefs/V1_chap03.html	Definitions	e082f9d978e853fee528d03252cf27a467ec6bf75bcf37d435aec25208efc6c0	454	0acc02af4f7f61a6efb688ae55f2bbc82e5f584d4102ec393459757d2d2bb3dc	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap04.html	basedefs/V1_chap04.html	General Concepts	3a9aee84b8824ae5c0b140dbc5528a9d9cb02bfb5dbf5988852471140ea776fb	32	46fc5be900145d09e6a08565e275367e45fb100ee6116070d01f4d5e8f29a941	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap05.html	basedefs/V1_chap05.html	File Format Notation	5a60633657de479c9bc5c9d146748f18bf161381707491ff143072508fc4622d	2	52688adfbee6865180d338404962bee09b8ba54dc6fa97c02ca378c8d7d17e32	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap06.html	basedefs/V1_chap06.html	Character Set	63c95469edc7c85db54a497104c10162775cb0b7572f2e7e0490c6acca626528	7	4383c43a9e696b0741bf26076327f6a08a19bbc5bab6dfcbbd02fa39a04bfa6d	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap07.html	basedefs/V1_chap07.html	Locale	5d93599b1d34f0232bb51af16ab8b3217450c9447deb44ad260ea6ebbc4adb35	26	b1ae0422534a2e47bb97b980bea0764245cafb90177e2434e8c1d64da4f1afd6	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap08.html	basedefs/V1_chap08.html	Environment Variables	26cf0acfee2dc96a5465a569508f37a474d4ce718f50f8de3fe22e24042b77a3	4	48f3438c0a7bd80d3c25a9790c505ae7047a5047841a0d64a9ed53158e87db2e	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap09.html	basedefs/V1_chap09.html	Regular Expressions	641093966b603f3c330497e253ec5c37c032bc4a90b88663fe0e0a18458d5c20	31	877128be998c6fb24f36bc561954258a91499421b77f620b8f442f30542a80e2	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap10.html	basedefs/V1_chap10.html	Directory Structure and Devices	e97acd8fc5a1e2a00adf8d3a2dca3cb66872c8230ced37e70e59188a9667deba	3	afb1d7fe5e32b88e3db46696df62ca8a45b51233558da68ff92b704fd8d17518	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap11.html	basedefs/V1_chap11.html	General Terminal Interface	c7ed95d008bb0bedb17d51f4e09c51c6d2ef0a9ee83d357e4e2c519db15e6a15	24	dd7ff8f731c539321c550c5a06453979535464c83fe06c835d6df35e8a91e56b	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap12.html	basedefs/V1_chap12.html	Utility Conventions	6b4c84d727eec4ee5460e1c7e11981f6fa1a4e5bcd4766438175f067e483b2c4	3	67e860b9b75453bf57f5b1da3ba753d055718008789f55a037a327bb2b3d4f74	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/V1_chap13.html	basedefs/V1_chap13.html	Headers	a43ea259e67ca785f9a40ada3adc7f28fb9349a49e465001e3f18406ba1aa443	2	3fa2eeff1bb16249526c3b4e1e25a396da8997eb107c74ac20a47c0dc68d940e	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/aio.h.html	basedefs/aio.h.html	<aio.h>	aae77ec986ba903d85a7f667ccb6c41ced3837c13881ed711120fd9caa7b5184	10	8f8b07e5d414a9c49f12b43de0e019192fd0cd644acd10b5d922974b149bf525	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/arpa_inet.h.html	basedefs/arpa_inet.h.html	<arpa/inet.h>	c268cc4d2be62ce480a3dad449a854ee8ac945b15811721283918b5b89ae22c7	9	9ffe282ea63b5e3f19affaf931fbe0827979d466a5ec3d90530770387bc47c78	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/assert.h.html	basedefs/assert.h.html	<assert.h>	53492c60a13aa5dd4c83e9587fc18b33c4cb8bab4e159807ba799c4f6ff0c4d7	9	747cdfde462fdad2e5e72d6ee0fe9513dda18675472467b0e75d880a313c2c4c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/complex.h.html	basedefs/complex.h.html	<complex.h>	4ebb746912ab624b0fe88d90bf18c39e7de191c3baa7f0e3af289d867b69e67c	8	257ffed5ab65f61af1864feb808a6512197dd72e59eb6753f863480ce0b6d481	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/cpio.h.html	basedefs/cpio.h.html	<cpio.h>	ff5961a32b39fc607591b10f3268c12d13a9e7195918a536a5aedb06324741ea	10	c577e7243286f3fc57f6d413fd62685aa69caf80bde6a20465b0fd2d0db9255c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/ctype.h.html	basedefs/ctype.h.html	<ctype.h>	1ce6b713ffa1a480f2be59ff0af56a9d6d2057b53aa38bd388235ff12d2f223d	10	733b606c8830df288a326dc3489c2551798c9a8cee222770c6dd27649cdfe628	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/dirent.h.html	basedefs/dirent.h.html	<dirent.h>	cc19e3c6b248935c1da64e5425d4d3a4299f39777556965de5e5777de81a491c	11	bbdcfe8fd9407d5343809963ec05273e16a914e551c5cd9e70e7a4acc565ca23	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/dlfcn.h.html	basedefs/dlfcn.h.html	<dlfcn.h>	48e398210e31e87744f40699e310d72c1105f9be38911414c33da9a5a55c7b27	10	b399c38bdb0b683ecceca57028132b8b7da03774cf3fb5162b963864830f32f3	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/errno.h.html	basedefs/errno.h.html	<errno.h>	af6e59b26fc4ef6e1fe65f54ffff4cc93cbd9942f3db14e402d9dc0500220848	11	16997ed5961d639977d427f6efa9e987bbf755e412c5debe8974c40a74fc1079	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/fcntl.h.html	basedefs/fcntl.h.html	<fcntl.h>	ffd6d1968a506c1a013f0e0bc1d38b1b86466633bbd351f74ed9b1fee2c96eaf	11	aae542dbb85174d77da1051c962f0a3c76b43c1f33c44ea398a5e338f9c3547a	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/fenv.h.html	basedefs/fenv.h.html	<fenv.h>	f89ce22b33336eae905f9b8aa535668396897d7d465785f353ce58298e2e925f	11	a6624a693ac5cdd62e97c70c5c314aef2332d0b707cadc26910bf49a21e17545	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/float.h.html	basedefs/float.h.html	<float.h>	32b932d5323692bb8fd9caa0bcdeff9b00b3b2604a3ccdca3fa4184a308453c7	10	2c8419d3d940082f17db8300883165edac1efc3c6f862fe5af41ca4e26cfed54	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/fmtmsg.h.html	basedefs/fmtmsg.h.html	<fmtmsg.h>	eb0c0270c31b3ce7e4db6ca4a90b33fcdbc3be7658ebcfcba40a7577b27e95dd	9	ae843a38285a043aeb0ae7ab2a168e538ed25951a65e079a1bd4e2ae512b18ce	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/fnmatch.h.html	basedefs/fnmatch.h.html	<fnmatch.h>	5838b853579bf5f1f43505ea6a82558694774a2672871fd3eb35a61e09b588aa	10	bf0e82d51e0cb1e2d15a92f247984ceb627e50e46af8001ac44885cbe363725f	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/ftw.h.html	basedefs/ftw.h.html	<ftw.h>	7a4eb693d0d33759f6022792a73d9f157fecc59da50b8be44a38dd67e82ecc49	10	5b86ba778a5e6b7e949a04ef75e91fbaf161e8e6cbbdaabd98f1f908f5fab495	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/glob.h.html	basedefs/glob.h.html	<glob.h>	15f9202477bbe59f6bfc1896ab936aaed41c649e9028e96df30fca2478740d6e	10	f3dd54c9408c20968d541bea30c2346af260baf01d1ce6e0e079cb2b2d3c74f8	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/grp.h.html	basedefs/grp.h.html	<grp.h>	140d916bacb61e6c523cf56bc75adebd7ac567bec72b00379212506f93e999c3	11	ed7ed852b6b0e2c78d208c1b580fe3944311ca3d723dcaa5a9684976b07f266c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/iconv.h.html	basedefs/iconv.h.html	<iconv.h>	b5fdc216a330968b1089bf39e47a250a089ba60275351dd4c950afce7c6c08a7	10	20b96265fe5d267f0dd72821a650fff8fda154b587c30eed3c73a636133d1f2a	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/inttypes.h.html	basedefs/inttypes.h.html	<inttypes.h>	42d4ddeaef8181ab5bf988d33b0f2389011250ff0968e90eb25069e5d8b3785a	11	69f505586a15347292233315e264e968390531f800c6c9599d8672107e849b56	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/iso646.h.html	basedefs/iso646.h.html	<iso646.h>	ff96ff5f8a96f0fc6db4da50bbac998600ca0dda647f8e17f356b47de4eb1454	8	6be163b6ca3506c22e911d1ad7863cd08b8e3afb029e075fe7774e481f095298	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/langinfo.h.html	basedefs/langinfo.h.html	<langinfo.h>	d1ffd9c2077c9267dac1a82600009cff28f2ed01fc71ad933e73cd17db1278f9	11	a75a84c18279461c5bfae6d8a7a9198a73e699814f22ed284ee92787bceb3157	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/libgen.h.html	basedefs/libgen.h.html	<libgen.h>	e78cd06633920ef0e6f74c9a37a0b69b5bf5d067032cd31124f21011aca047ee	10	7b6009452da8089542718fa3f47e9d5f6f7cfdfc4d9c9d92ecefe23bb73c716b	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/limits.h.html	basedefs/limits.h.html	<limits.h>	b81fd3c70682fbb80751d19020248537b580349e52ac8b65cef56628881ca58e	18	026f159e07b18e230db51c417e2011ab2f55ad71a8aa0e191322195f47ea96a2	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/locale.h.html	basedefs/locale.h.html	<locale.h>	7ab14f77390b1f271efe77ea8f9ba0b2f5cef871348c87e653776a80edd9c64f	10	685b45acb7d1f866f682f9bd64008d34bcd85a9e7dcbf9fe6ac3edd27773f66e	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/math.h.html	basedefs/math.h.html	<math.h>	a724f7c2827ce22899f4843a7e032bdac61b0c8f43ecffda1eb6699f9f160959	10	cbc4c819d8b4a508967ab5f9ef5973bbd8f3aee030b2d59fef5f0ec9c99a3187	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/monetary.h.html	basedefs/monetary.h.html	<monetary.h>	9d33834af38aeae053447858b36096d18f0b6fea32d9b6af79a61091bcda4e7f	10	a4da1039aa40d9dfcef51c101d753cd108f5f28798e84ecb12358df0d83f507e	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/mqueue.h.html	basedefs/mqueue.h.html	<mqueue.h>	dcf9d8c38dc179e9fcc2fe9a071f65aa36f1df7e1412d0336b8dc55b04281b9f	10	22c661bf416f059690b4b11c8b16d7d0659700d5df9e8d6da8caaf2e48c56aa4	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/ndbm.h.html	basedefs/ndbm.h.html	<ndbm.h>	506bf2bd21feafb1a4d416ff6498a58f979ef464a220ab0ad5972dac102113c1	10	29c7629ec668542171882b9cf7b51156fe8db5adaadb94540905ee63e33cdbbb	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
